,PairId,QASpan,Q_id,Q_user,Q_#A,A_id,A_user,#Title,#QWords,#QSentence.,"#QSentence,",#QSentence;,#AWords,#ASentence.,"#ASentence,",#ASentence;,Credible
6330,6090,263,Q14_R9,U650,10,Q14_R9_C1,U651,8,20,1,1,1,20,7,1,1,1
6331,6091,374,Q14_R9,U650,10,Q14_R9_C2,U17,8,20,1,1,1,20,5,1,1,1
6332,6092,512,Q14_R9,U650,10,Q14_R9_C3,U651,8,20,1,1,1,20,4,1,1,1
6333,6093,596,Q14_R9,U650,10,Q14_R9_C4,U652,8,20,1,1,1,20,6,1,2,1
6334,6094,1047,Q14_R9,U650,10,Q14_R9_C5,U598,8,20,1,1,1,20,3,1,4,1
6335,6095,1137,Q14_R9,U650,10,Q14_R9_C6,U600,8,20,1,1,1,20,5,1,3,1
6336,6096,1222,Q14_R9,U650,10,Q14_R9_C7,U188,8,20,1,1,1,20,8,1,1,1
6337,6097,2047,Q14_R9,U650,10,Q14_R9_C8,U653,8,20,1,1,1,20,8,1,1,0
6338,6098,2089,Q14_R9,U650,10,Q14_R9_C9,U188,8,20,1,1,1,20,2,1,1,0
6339,6099,2271,Q14_R9,U650,10,Q14_R9_C10,U653,8,20,1,1,1,20,7,1,1,0
6340,6100,505,Q14_R10,U654,10,Q14_R10_C1,U604,4,68,4,1,3,68,5,1,2,1
6341,6101,709,Q14_R10,U654,10,Q14_R10_C2,U654,4,68,4,1,3,68,4,1,3,0
6342,6102,801,Q14_R10,U654,10,Q14_R10_C3,U655,4,68,4,1,3,68,18,1,1,0
6343,6103,1008,Q14_R10,U654,10,Q14_R10_C4,U2,4,68,4,1,3,68,2,1,8,1
6344,6104,1585,Q14_R10,U654,10,Q14_R10_C5,U656,4,68,4,1,3,68,2,1,1,1
6345,6105,1628,Q14_R10,U654,10,Q14_R10_C6,U654,4,68,4,1,3,68,11,1,2,0
6346,6106,2011,Q14_R10,U654,10,Q14_R10_C7,U655,4,68,4,1,3,68,1,1,1,0
6347,6107,2127,Q14_R10,U654,10,Q14_R10_C8,U657,4,68,4,1,3,68,5,1,2,1
6348,6108,2313,Q14_R10,U654,10,Q14_R10_C9,U654,4,68,4,1,3,68,10,1,2,0
6349,6109,2584,Q14_R10,U654,10,Q14_R10_C10,U655,4,68,4,1,3,68,10,1,1,0
6350,6110,6629,Q14_R14,U658,10,Q14_R14_C1,U659,4,61,3,1,2,61,1,1,1,0
6351,6111,6986,Q14_R14,U658,10,Q14_R14_C2,U44,4,61,3,1,2,61,3,1,1,0
6352,6112,7611,Q14_R14,U658,10,Q14_R14_C3,U188,4,61,3,1,2,61,30,1,1,1
6353,6113,14265,Q14_R14,U658,10,Q14_R14_C4,U660,4,61,3,1,2,61,20,1,2,1
6354,6114,22508,Q14_R14,U658,10,Q14_R14_C5,U661,4,61,3,1,2,61,10,1,1,1
6355,6115,70548,Q14_R14,U658,10,Q14_R14_C6,U658,4,61,3,1,2,61,1,1,1,0
6356,6116,71180,Q14_R14,U658,10,Q14_R14_C7,U659,4,61,3,1,2,61,1,1,1,0
6357,6117,71378,Q14_R14,U658,10,Q14_R14_C8,U44,4,61,3,1,2,61,2,1,2,0
6358,6118,79581,Q14_R14,U658,10,Q14_R14_C9,U659,4,61,3,1,2,61,8,1,2,0
6359,6119,80914,Q14_R14,U658,10,Q14_R14_C10,U44,4,61,3,1,2,61,2,1,3,0
6360,6120,361,Q14_R17,U662,10,Q14_R17_C1,U210,5,27,2,1,1,27,1,1,1,1
6361,6121,441,Q14_R17,U662,10,Q14_R17_C2,U17,5,27,2,1,1,27,3,1,1,0
6362,6122,450,Q14_R17,U662,10,Q14_R17_C3,U663,5,27,2,1,1,27,3,1,3,1
6363,6123,525,Q14_R17,U662,10,Q14_R17_C4,U60,5,27,2,1,1,27,5,1,1,1
6364,6124,657,Q14_R17,U662,10,Q14_R17_C5,U664,5,27,2,1,1,27,12,1,1,1
6365,6125,701,Q14_R17,U662,10,Q14_R17_C6,U665,5,27,2,1,1,27,4,1,1,1
6366,6126,1488,Q14_R17,U662,10,Q14_R17_C7,U2,5,27,2,1,1,27,3,1,3,1
6367,6127,2003,Q14_R17,U662,10,Q14_R17_C8,U353,5,27,2,1,1,27,1,1,2,0
6368,6128,2133,Q14_R17,U662,10,Q14_R17_C9,U662,5,27,2,1,1,27,4,1,5,0
6369,6129,2205,Q14_R17,U662,10,Q14_R17_C10,U60,5,27,2,1,1,27,2,1,2,0
6370,6130,1526,Q14_R20,U666,10,Q14_R20_C1,U667,11,1,1,1,1,1,1,1,2,1
6371,6131,2467,Q14_R20,U666,10,Q14_R20_C2,U2,11,1,1,1,1,1,1,1,1,1
6372,6132,2794,Q14_R20,U666,10,Q14_R20_C3,U114,11,1,1,1,1,1,5,1,2,1
6373,6133,3421,Q14_R20,U666,10,Q14_R20_C4,U302,11,1,1,1,1,1,6,1,1,1
6374,6134,3558,Q14_R20,U666,10,Q14_R20_C5,U668,11,1,1,1,1,1,2,1,2,1
6375,6135,3659,Q14_R20,U666,10,Q14_R20_C6,U669,11,1,1,1,1,1,3,1,1,1
6376,6136,4845,Q14_R20,U666,10,Q14_R20_C7,U670,11,1,1,1,1,1,4,1,2,1
6377,6137,5889,Q14_R20,U666,10,Q14_R20_C8,U671,11,1,1,1,1,1,2,1,3,1
6378,6138,6513,Q14_R20,U666,10,Q14_R20_C9,U672,11,1,1,1,1,1,2,1,1,1
6379,6139,4933302,Q14_R20,U666,10,Q14_R20_C10,U673,11,1,1,1,1,1,3,1,2,1
6380,6140,138,Q14_R23,U674,10,Q14_R23_C1,U475,5,26,2,1,2,26,19,1,2,0
6381,6141,1252,Q14_R23,U674,10,Q14_R23_C2,U13,5,26,2,1,2,26,3,1,3,0
6382,6142,2076,Q14_R23,U674,10,Q14_R23_C3,U2,5,26,2,1,2,26,8,1,1,0
6383,6143,2519,Q14_R23,U674,10,Q14_R23_C4,U13,5,26,2,1,2,26,9,1,4,0
6384,6144,3615,Q14_R23,U674,10,Q14_R23_C5,U675,5,26,2,1,2,26,4,1,1,0
6385,6145,3768,Q14_R23,U674,10,Q14_R23_C6,U642,5,26,2,1,2,26,4,1,1,0
6386,6146,3838,Q14_R23,U674,10,Q14_R23_C7,U475,5,26,2,1,2,26,8,1,2,0
6387,6147,4454,Q14_R23,U674,10,Q14_R23_C8,U431,5,26,2,1,2,26,16,1,4,0
6388,6148,4616,Q14_R23,U674,10,Q14_R23_C9,U475,5,26,2,1,2,26,24,1,3,0
6389,6149,5172,Q14_R23,U674,10,Q14_R23_C10,U431,5,26,2,1,2,26,46,1,3,0
6390,6150,1443,Q14_R24,U172,10,Q14_R24_C1,U173,6,48,7,1,2,48,2,1,1,1
6391,6151,2259,Q14_R24,U172,10,Q14_R24_C2,U174,6,48,7,1,2,48,3,1,3,1
6392,6152,3192,Q14_R24,U172,10,Q14_R24_C3,U175,6,48,7,1,2,48,2,1,1,1
6393,6153,10003,Q14_R24,U172,10,Q14_R24_C4,U176,6,48,7,1,2,48,2,1,1,0
6394,6154,15656,Q14_R24,U172,10,Q14_R24_C5,U177,6,48,7,1,2,48,9,1,1,1
6395,6155,17949,Q14_R24,U172,10,Q14_R24_C6,U178,6,48,7,1,2,48,3,1,3,1
6396,6156,26461,Q14_R24,U172,10,Q14_R24_C7,U179,6,48,7,1,2,48,1,1,1,0
6397,6157,65938,Q14_R24,U172,10,Q14_R24_C8,U178,6,48,7,1,2,48,2,1,1,0
6398,6158,66738,Q14_R24,U172,10,Q14_R24_C9,U180,6,48,7,1,2,48,1,1,2,1
6399,6159,67039,Q14_R24,U172,10,Q14_R24_C10,U181,6,48,7,1,2,48,3,1,5,0
6400,6160,3471,Q15_R1,U676,10,Q15_R1_C1,U677,4,94,3,1,2,94,3,1,3,1
6401,6161,7331,Q15_R1,U676,10,Q15_R1_C2,U2,4,94,3,1,2,94,6,1,2,0
6402,6162,7532,Q15_R1,U676,10,Q15_R1_C3,U678,4,94,3,1,2,94,2,1,2,1
6403,6163,10380,Q15_R1,U676,10,Q15_R1_C4,U2,4,94,3,1,2,94,6,1,4,1
6404,6164,12056,Q15_R1,U676,10,Q15_R1_C5,U679,4,94,3,1,2,94,17,1,6,1
6405,6165,13351,Q15_R1,U676,10,Q15_R1_C6,U233,4,94,3,1,2,94,5,1,1,0
6406,6166,16174,Q15_R1,U676,10,Q15_R1_C7,U676,4,94,3,1,2,94,5,1,3,0
6407,6167,16237,Q15_R1,U676,10,Q15_R1_C8,U676,4,94,3,1,2,94,5,1,3,0
6408,6168,42941,Q15_R1,U676,10,Q15_R1_C9,U455,4,94,3,1,2,94,9,1,1,0
6409,6169,45666,Q15_R1,U676,10,Q15_R1_C10,U373,4,94,3,1,2,94,2,1,1,1
6410,6170,2239,Q15_R2,U680,10,Q15_R2_C1,U2,6,72,1,1,1,72,1,1,1,0
6411,6171,2796,Q15_R2,U680,10,Q15_R2_C2,U419,6,72,1,1,1,72,1,1,2,0
6412,6172,3490,Q15_R2,U680,10,Q15_R2_C3,U2,6,72,1,1,1,72,5,1,1,0
6413,6173,3953,Q15_R2,U680,10,Q15_R2_C4,U681,6,72,1,1,1,72,2,1,1,0
6414,6174,4188,Q15_R2,U680,10,Q15_R2_C5,U680,6,72,1,1,1,72,1,1,1,0
6415,6175,4299,Q15_R2,U680,10,Q15_R2_C6,U680,6,72,1,1,1,72,1,1,1,0
6416,6176,4594,Q15_R2,U680,10,Q15_R2_C7,U30,6,72,1,1,1,72,3,1,1,0
6417,6177,4627,Q15_R2,U680,10,Q15_R2_C8,U680,6,72,1,1,1,72,1,1,1,0
6418,6178,4676,Q15_R2,U680,10,Q15_R2_C9,U680,6,72,1,1,1,72,1,1,1,0
6419,6179,4918,Q15_R2,U680,10,Q15_R2_C10,U30,6,72,1,1,1,72,7,1,1,0
6420,6180,2444,Q15_R4,U682,10,Q15_R4_C1,U683,5,30,5,1,1,30,2,1,1,0
6421,6181,2957,Q15_R4,U682,10,Q15_R4_C2,U684,5,30,5,1,1,30,1,1,1,0
6422,6182,11033,Q15_R4,U682,10,Q15_R4_C3,U2,5,30,5,1,1,30,5,1,1,0
6423,6183,12069,Q15_R4,U682,10,Q15_R4_C4,U685,5,30,5,1,1,30,1,1,1,0
6424,6184,12205,Q15_R4,U682,10,Q15_R4_C5,U373,5,30,5,1,1,30,4,1,1,0
6425,6185,14067,Q15_R4,U682,10,Q15_R4_C6,U2,5,30,5,1,1,30,8,1,15,1
6426,6186,19229,Q15_R4,U682,10,Q15_R4_C7,U2,5,30,5,1,1,30,12,1,1,0
6427,6187,22683,Q15_R4,U682,10,Q15_R4_C8,U2,5,30,5,1,1,30,16,1,1,1
6428,6188,35617,Q15_R4,U682,10,Q15_R4_C9,U682,5,30,5,1,1,30,3,1,1,0
6429,6189,35951,Q15_R4,U682,10,Q15_R4_C10,U682,5,30,5,1,1,30,6,1,1,0
6430,6190,876,Q15_R6,U686,10,Q15_R6_C1,U51,5,21,1,1,1,21,4,1,1,1
6431,6191,1300,Q15_R6,U686,10,Q15_R6_C2,U687,5,21,1,1,1,21,2,1,6,1
6432,6192,1575,Q15_R6,U686,10,Q15_R6_C3,U688,5,21,1,1,1,21,7,1,4,0
6433,6193,1901,Q15_R6,U686,10,Q15_R6_C4,U51,5,21,1,1,1,21,1,1,2,0
6434,6194,2865,Q15_R6,U686,10,Q15_R6_C5,U688,5,21,1,1,1,21,5,1,1,0
6435,6195,3581,Q15_R6,U686,10,Q15_R6_C6,U483,5,21,1,1,1,21,1,1,1,0
6436,6196,4072,Q15_R6,U686,10,Q15_R6_C7,U689,5,21,1,1,1,21,5,1,1,0
6437,6197,4637,Q15_R6,U686,10,Q15_R6_C8,U2,5,21,1,1,1,21,1,1,2,0
6438,6198,5521,Q15_R6,U686,10,Q15_R6_C9,U268,5,21,1,1,1,21,1,1,1,0
6439,6199,5906,Q15_R6,U686,10,Q15_R6_C10,U197,5,21,1,1,1,21,1,1,1,0
6440,6200,1708,Q15_R9,U690,10,Q15_R9_C1,U690,8,24,1,1,1,24,3,1,1,0
6441,6201,18014,Q15_R9,U690,10,Q15_R9_C2,U2,8,24,1,1,1,24,2,1,3,0
6442,6202,19625,Q15_R9,U690,10,Q15_R9_C3,U331,8,24,1,1,1,24,4,1,2,1
6443,6203,21670,Q15_R9,U690,10,Q15_R9_C4,U691,8,24,1,1,1,24,1,1,3,0
6444,6204,35695,Q15_R9,U690,10,Q15_R9_C5,U692,8,24,1,1,1,24,12,1,1,1
6445,6205,75058,Q15_R9,U690,10,Q15_R9_C6,U690,8,24,1,1,1,24,2,1,1,0
6446,6206,75196,Q15_R9,U690,10,Q15_R9_C7,U690,8,24,1,1,1,24,3,1,1,0
6447,6207,75351,Q15_R9,U690,10,Q15_R9_C8,U690,8,24,1,1,1,24,4,1,1,0
6448,6208,222931,Q15_R9,U690,10,Q15_R9_C9,U2,8,24,1,1,1,24,8,1,4,0
6449,6209,657506,Q15_R9,U690,10,Q15_R9_C10,U693,8,24,1,1,1,24,4,1,2,1
6450,6210,33160,Q15_R17,U570,10,Q15_R17_C1,U694,14,46,3,1,2,46,10,1,4,1
6451,6211,33490,Q15_R17,U570,10,Q15_R17_C2,U695,14,46,3,1,2,46,2,1,1,0
6452,6212,36312,Q15_R17,U570,10,Q15_R17_C3,U188,14,46,3,1,2,46,7,1,1,1
6453,6213,4599182,Q15_R17,U570,10,Q15_R17_C4,U693,14,46,3,1,2,46,9,1,2,0
6454,6214,4613353,Q15_R17,U570,10,Q15_R17_C5,U633,14,46,3,1,2,46,3,1,3,1
6455,6215,4614225,Q15_R17,U570,10,Q15_R17_C6,U694,14,46,3,1,2,46,7,1,5,1
6456,6216,4659739,Q15_R17,U570,10,Q15_R17_C7,U693,14,46,3,1,2,46,7,1,2,0
6457,6217,4745091,Q15_R17,U570,10,Q15_R17_C8,U696,14,46,3,1,2,46,8,1,6,1
6458,6218,4802622,Q15_R17,U570,10,Q15_R17_C9,U697,14,46,3,1,2,46,1,1,2,0
6459,6219,4804481,Q15_R17,U570,10,Q15_R17_C10,U698,14,46,3,1,2,46,1,1,1,0
6460,6220,5429,Q15_R21,U579,10,Q15_R21_C1,U580,4,62,3,1,2,62,13,1,1,1
6461,6221,6151,Q15_R21,U579,10,Q15_R21_C2,U581,4,62,3,1,2,62,7,1,1,1
6462,6222,6261,Q15_R21,U579,10,Q15_R21_C3,U2,4,62,3,1,2,62,1,1,7,1
6463,6223,7514,Q15_R21,U579,10,Q15_R21_C4,U582,4,62,3,1,2,62,1,1,1,0
6464,6224,11566,Q15_R21,U579,10,Q15_R21_C5,U483,4,62,3,1,2,62,5,1,7,1
6465,6225,17154,Q15_R21,U579,10,Q15_R21_C6,U361,4,62,3,1,2,62,2,1,1,1
6466,6226,19190,Q15_R21,U579,10,Q15_R21_C7,U583,4,62,3,1,2,62,14,1,1,1
6467,6227,20750,Q15_R21,U579,10,Q15_R21_C8,U584,4,62,3,1,2,62,3,1,2,0
6468,6228,20979,Q15_R21,U579,10,Q15_R21_C9,U483,4,62,3,1,2,62,4,1,3,0
6469,6229,21803,Q15_R21,U579,10,Q15_R21_C10,U128,4,62,3,1,2,62,5,1,1,1
6470,6230,70,Q15_R23,U699,10,Q15_R23_C1,U699,2,71,7,1,3,71,1,1,1,0
6471,6231,571,Q15_R23,U699,10,Q15_R23_C2,U302,2,71,7,1,3,71,19,1,3,0
6472,6232,708,Q15_R23,U699,10,Q15_R23_C3,U128,2,71,7,1,3,71,1,1,1,0
6473,6233,808,Q15_R23,U699,10,Q15_R23_C4,U302,2,71,7,1,3,71,5,1,1,0
6474,6234,1088,Q15_R23,U699,10,Q15_R23_C5,U61,2,71,7,1,3,71,5,1,1,0
6475,6235,1253,Q15_R23,U699,10,Q15_R23_C6,U382,2,71,7,1,3,71,14,1,3,0
6476,6236,1543,Q15_R23,U699,10,Q15_R23_C7,U700,2,71,7,1,3,71,9,1,3,1
6477,6237,1729,Q15_R23,U699,10,Q15_R23_C8,U2,2,71,7,1,3,71,9,1,4,0
6478,6238,1964,Q15_R23,U699,10,Q15_R23_C9,U61,2,71,7,1,3,71,4,1,1,0
6479,6239,2464,Q15_R23,U699,10,Q15_R23_C10,U302,2,71,7,1,3,71,30,1,3,0
6480,6240,3276,Q15_R30,U701,10,Q15_R30_C1,U702,5,43,3,1,4,43,6,1,6,1
6481,6241,6215,Q15_R30,U701,10,Q15_R30_C2,U2,5,43,3,1,4,43,5,1,5,1
6482,6242,30967,Q15_R30,U701,10,Q15_R30_C3,U703,5,43,3,1,4,43,6,1,5,1
6483,6243,218417,Q15_R30,U701,10,Q15_R30_C4,U704,5,43,3,1,4,43,7,1,3,1
6484,6244,218913,Q15_R30,U701,10,Q15_R30_C5,U175,5,43,3,1,4,43,1,1,1,1
6485,6245,230076,Q15_R30,U701,10,Q15_R30_C6,U704,5,43,3,1,4,43,6,1,4,0
6486,6246,230980,Q15_R30,U701,10,Q15_R30_C7,U199,5,43,3,1,4,43,4,1,1,1
6487,6247,530796,Q15_R30,U701,10,Q15_R30_C8,U705,5,43,3,1,4,43,3,1,1,0
6488,6248,733361,Q15_R30,U701,10,Q15_R30_C9,U706,5,43,3,1,4,43,1,1,2,0
6489,6249,818473,Q15_R30,U701,10,Q15_R30_C10,U704,5,43,3,1,4,43,6,1,7,1
6500,6250,1509,Q16_R5,U712,10,Q16_R5_C1,U713,7,35,5,1,2,35,1,1,2,0
6501,6251,1726,Q16_R5,U712,10,Q16_R5_C2,U714,7,35,5,1,2,35,5,1,1,1
6502,6252,1733,Q16_R5,U712,10,Q16_R5_C3,U715,7,35,5,1,2,35,5,1,2,1
6503,6253,2282,Q16_R5,U712,10,Q16_R5_C4,U716,7,35,5,1,2,35,2,1,2,1
6504,6254,4582,Q16_R5,U712,10,Q16_R5_C5,U717,7,35,5,1,2,35,3,1,1,1
6505,6255,6597,Q16_R5,U712,10,Q16_R5_C6,U718,7,35,5,1,2,35,7,1,1,1
6506,6256,7446,Q16_R5,U712,10,Q16_R5_C7,U719,7,35,5,1,2,35,2,1,5,1
6507,6257,9206,Q16_R5,U712,10,Q16_R5_C8,U720,7,35,5,1,2,35,3,1,1,1
6508,6258,13006,Q16_R5,U712,10,Q16_R5_C9,U295,7,35,5,1,2,35,3,1,4,1
6509,6259,13585,Q16_R5,U712,10,Q16_R5_C10,U721,7,35,5,1,2,35,1,1,3,1
6510,6260,1941,Q16_R9,U722,10,Q16_R9_C1,U722,8,37,26,1,1,37,6,1,1,0
6511,6261,2157,Q16_R9,U722,10,Q16_R9_C2,U723,8,37,26,1,1,37,4,1,5,0
6512,6262,2363,Q16_R9,U722,10,Q16_R9_C3,U723,8,37,26,1,1,37,3,1,1,0
6513,6263,2379,Q16_R9,U722,10,Q16_R9_C4,U268,8,37,26,1,1,37,1,1,2,0
6514,6264,2504,Q16_R9,U722,10,Q16_R9_C5,U722,8,37,26,1,1,37,12,1,1,0
6515,6265,2526,Q16_R9,U722,10,Q16_R9_C6,U723,8,37,26,1,1,37,2,1,3,0
6516,6266,2566,Q16_R9,U722,10,Q16_R9_C7,U722,8,37,26,1,1,37,1,1,1,0
6517,6267,2890,Q16_R9,U722,10,Q16_R9_C8,U722,8,37,26,1,1,37,8,1,1,0
6518,6268,3505,Q16_R9,U722,10,Q16_R9_C9,U60,8,37,26,1,1,37,8,1,2,1
6519,6269,4024,Q16_R9,U722,10,Q16_R9_C10,U724,8,37,26,1,1,37,14,1,6,1
6520,6270,215,Q16_R13,U725,10,Q16_R13_C1,U14,4,61,7,1,1,61,7,1,2,0
6521,6271,530,Q16_R13,U725,10,Q16_R13_C2,U37,4,61,7,1,1,61,4,1,3,1
6522,6272,774,Q16_R13,U725,10,Q16_R13_C3,U725,4,61,7,1,1,61,6,1,7,1
6523,6273,861,Q16_R13,U725,10,Q16_R13_C4,U14,4,61,7,1,1,61,3,1,2,1
6524,6274,996,Q16_R13,U725,10,Q16_R13_C5,U2,4,61,7,1,1,61,2,1,2,1
6525,6275,1013,Q16_R13,U725,10,Q16_R13_C6,U725,4,61,7,1,1,61,3,1,2,0
6526,6276,1038,Q16_R13,U725,10,Q16_R13_C7,U37,4,61,7,1,1,61,2,1,4,1
6527,6277,1139,Q16_R13,U725,10,Q16_R13_C8,U725,4,61,7,1,1,61,5,1,2,0
6528,6278,1319,Q16_R13,U725,10,Q16_R13_C9,U726,4,61,7,1,1,61,18,1,4,1
6529,6279,1370,Q16_R13,U725,10,Q16_R13_C10,U725,4,61,7,1,1,61,4,1,5,0
6530,6280,2506,Q16_R28,U727,10,Q16_R28_C1,U65,4,75,10,1,7,75,6,1,1,0
6531,6281,8291,Q16_R28,U727,10,Q16_R28_C2,U728,4,75,10,1,7,75,1,1,1,0
6532,6282,12161,Q16_R28,U727,10,Q16_R28_C3,U727,4,75,10,1,7,75,6,1,3,0
6533,6283,12844,Q16_R28,U727,10,Q16_R28_C4,U729,4,75,10,1,7,75,2,1,2,0
6534,6284,13833,Q16_R28,U727,10,Q16_R28_C5,U727,4,75,10,1,7,75,3,1,4,0
6535,6285,13851,Q16_R28,U727,10,Q16_R28_C6,U65,4,75,10,1,7,75,3,1,3,0
6536,6286,14099,Q16_R28,U727,10,Q16_R28_C7,U65,4,75,10,1,7,75,4,1,1,0
6537,6287,14407,Q16_R28,U727,10,Q16_R28_C8,U727,4,75,10,1,7,75,4,1,2,0
6538,6288,14715,Q16_R28,U727,10,Q16_R28_C9,U65,4,75,10,1,7,75,4,1,1,0
6539,6289,15309,Q16_R28,U727,10,Q16_R28_C10,U65,4,75,10,1,7,75,5,1,1,0
6540,6290,6000,Q16_R29,U730,10,Q16_R29_C1,U731,2,36,6,1,3,36,3,1,3,0
6541,6291,82071,Q16_R29,U730,10,Q16_R29_C2,U2,2,36,6,1,3,36,5,1,5,1
6542,6292,88497,Q16_R29,U730,10,Q16_R29_C3,U556,2,36,6,1,3,36,2,1,1,0
6543,6293,230688,Q16_R29,U730,10,Q16_R29_C4,U731,2,36,6,1,3,36,24,1,12,1
6544,6294,4150604,Q16_R29,U730,10,Q16_R29_C5,U732,2,36,6,1,3,36,3,1,4,0
6545,6295,44067601,Q16_R29,U730,10,Q16_R29_C6,U733,2,36,6,1,3,36,1,1,1,1
6546,6296,44092828,Q16_R29,U730,10,Q16_R29_C7,U77,2,36,6,1,3,36,24,1,2,1
6547,6297,111080302,Q16_R29,U730,10,Q16_R29_C8,U2,2,36,6,1,3,36,1,1,1,0
6548,6298,130939055,Q16_R29,U730,10,Q16_R29_C9,U734,2,36,6,1,3,36,4,1,1,0
6549,6299,150214855,Q16_R29,U730,10,Q16_R29_C10,U735,2,36,6,1,3,36,4,1,5,1
6550,6300,382,Q16_R30,U736,10,Q16_R30_C1,U44,2,17,2,1,2,17,5,1,1,1
6551,6301,765,Q16_R30,U736,10,Q16_R30_C2,U736,2,17,2,1,2,17,3,1,2,0
6552,6302,1501,Q16_R30,U736,10,Q16_R30_C3,U737,2,17,2,1,2,17,4,1,1,1
6553,6303,2722,Q16_R30,U736,10,Q16_R30_C4,U738,2,17,2,1,2,17,1,1,1,1
6554,6304,4316,Q16_R30,U736,10,Q16_R30_C5,U44,2,17,2,1,2,17,2,1,2,0
6555,6305,5710,Q16_R30,U736,10,Q16_R30_C6,U2,2,17,2,1,2,17,4,1,3,0
6556,6306,7898,Q16_R30,U736,10,Q16_R30_C7,U736,2,17,2,1,2,17,2,1,2,0
6557,6307,8433,Q16_R30,U736,10,Q16_R30_C8,U737,2,17,2,1,2,17,2,1,1,0
6558,6308,8495,Q16_R30,U736,10,Q16_R30_C9,U77,2,17,2,1,2,17,18,1,7,1
6559,6309,8709,Q16_R30,U736,10,Q16_R30_C10,U77,2,17,2,1,2,17,7,1,1,0
6560,6310,91,Q16_R40,U739,10,Q16_R40_C1,U62,4,22,1,1,2,22,5,1,2,1
6561,6311,150,Q16_R40,U739,10,Q16_R40_C2,U268,4,22,1,1,2,22,3,1,1,0
6562,6312,268,Q16_R40,U739,10,Q16_R40_C3,U477,4,22,1,1,2,22,5,1,1,0
6563,6313,367,Q16_R40,U739,10,Q16_R40_C4,U740,4,22,1,1,2,22,2,1,2,1
6564,6314,394,Q16_R40,U739,10,Q16_R40_C5,U739,4,22,1,1,2,22,3,1,1,0
6565,6315,441,Q16_R40,U739,10,Q16_R40_C6,U741,4,22,1,1,2,22,2,1,1,1
6566,6316,473,Q16_R40,U739,10,Q16_R40_C7,U739,4,22,1,1,2,22,2,1,2,0
6567,6317,629,Q16_R40,U739,10,Q16_R40_C8,U401,4,22,1,1,2,22,2,1,4,1
6568,6318,760,Q16_R40,U739,10,Q16_R40_C9,U268,4,22,1,1,2,22,11,1,1,0
6569,6319,797,Q16_R40,U739,10,Q16_R40_C10,U302,4,22,1,1,2,22,3,1,1,1
6570,6320,938,Q16_R48,U2,10,Q16_R48_C1,U373,6,8,1,1,1,8,2,1,3,1
6571,6321,3722,Q16_R48,U2,10,Q16_R48_C2,U210,6,8,1,1,1,8,2,1,1,0
6572,6322,6112,Q16_R48,U2,10,Q16_R48_C3,U209,6,8,1,1,1,8,5,1,1,0
6573,6323,7377,Q16_R48,U2,10,Q16_R48_C4,U742,6,8,1,1,1,8,4,1,2,1
6574,6324,7527,Q16_R48,U2,10,Q16_R48_C5,U209,6,8,1,1,1,8,4,1,2,0
6575,6325,7771,Q16_R48,U2,10,Q16_R48_C6,U2,6,8,1,1,1,8,46,1,1,0
6576,6326,18069,Q16_R48,U2,10,Q16_R48_C7,U742,6,8,1,1,1,8,2,1,1,0
6577,6327,20215,Q16_R48,U2,10,Q16_R48_C8,U743,6,8,1,1,1,8,11,1,9,1
6578,6328,20629,Q16_R48,U2,10,Q16_R48_C9,U744,6,8,1,1,1,8,4,1,2,0
6579,6329,20675,Q16_R48,U2,10,Q16_R48_C10,U745,6,8,1,1,1,8,22,1,1,0
6600,6330,714,Q17_R3,U753,10,Q17_R3_C1,U754,3,46,7,1,1,46,5,1,2,1
6601,6331,825,Q17_R3,U753,10,Q17_R3_C2,U373,3,46,7,1,1,46,2,1,3,0
6602,6332,971,Q17_R3,U753,10,Q17_R3_C3,U755,3,46,7,1,1,46,6,1,1,1
6603,6333,1104,Q17_R3,U753,10,Q17_R3_C4,U373,3,46,7,1,1,46,2,1,3,1
6604,6334,1228,Q17_R3,U753,10,Q17_R3_C5,U755,3,46,7,1,1,46,3,1,1,1
6605,6335,1567,Q17_R3,U753,10,Q17_R3_C6,U756,3,46,7,1,1,46,9,1,8,1
6606,6336,2059,Q17_R3,U753,10,Q17_R3_C7,U353,3,46,7,1,1,46,1,1,1,0
6607,6337,4911,Q17_R3,U753,10,Q17_R3_C8,U753,3,46,7,1,1,46,2,1,3,0
6608,6338,6608,Q17_R3,U753,10,Q17_R3_C9,U756,3,46,7,1,1,46,5,1,7,0
6609,6339,678367,Q17_R3,U753,10,Q17_R3_C10,U756,3,46,7,1,1,46,4,1,3,0
6610,6340,682,Q17_R13,U614,10,Q17_R13_C1,U757,4,9,1,1,1,9,5,1,2,1
6611,6341,6087,Q17_R13,U614,10,Q17_R13_C2,U614,4,9,1,1,1,9,1,1,1,0
6612,6342,8376,Q17_R13,U614,10,Q17_R13_C3,U758,4,9,1,1,1,9,5,1,2,0
6613,6343,16267,Q17_R13,U614,10,Q17_R13_C4,U2,4,9,1,1,1,9,3,1,1,1
6614,6344,16770,Q17_R13,U614,10,Q17_R13_C5,U188,4,9,1,1,1,9,4,1,2,1
6615,6345,511532,Q17_R13,U614,10,Q17_R13_C6,U759,4,9,1,1,1,9,3,1,1,1
6616,6346,809378,Q17_R13,U614,10,Q17_R13_C7,U755,4,9,1,1,1,9,5,1,1,1
